Student_ID,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Enrollment_Date,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completed,Assignment_Submission_Rate
STU116588,Male,27,Bachelor,Unemployed,Chennai,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,7,44.0,95.2,5,0.5,1,14,5.7,5,4,7,100.0,98.2,68.2,4,2025-05-09,UPI,1,0,5268.0,100.0,3,0,5.0,1,55.56
STU116589,Male,24,Bachelor,Employed,Delhi,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,35.0,72.4,4,2.1,0,6,5.7,6,4,3,76.0,60.6,64.4,2,,Free,0,1,0.0,55.0,3,2,2.5,0,60.0
STU116590,Female,21,Bachelor,Self-Employed,Vadodara,Laptop,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,30.0,49.9,0,0.5,5,4,4.8,2,8,5,57.7,51.7,32.0,1,,Credit Card,1,0,3578.0,70.0,0,2,2.1,0,20.0
STU116591,Male,23,Bachelor,Employed,Delhi,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,39.0,88.9,2,12.8,1,8,5.7,6,4,4,71.2,80.8,71.1,1,,Scholarship,0,1,1586.0,44.0,5,2,3.9,0,60.0
STU116592,Male,32,HighSchool,Employed,Nagpur,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,29.0,72.1,3,6.9,1,7,4.6,1,9,6,96.1,59.7,34.2,1,,NetBanking,1,1,4298.0,63.0,1,0,2.7,0,10.0
STU116593,Other,42,Bachelor,Employed,Pune,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,29.0,45.4,1,3.3,3,2,4.0,3,7,3,62.0,66.5,37.2,2,,Scholarship,0,1,809.0,54.0,3,1,3.5,0,30.0
STU116594,Female,27,Master,Employed,Vadodara,Mobile,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,22.0,30.4,0,4.9,1,5,9.1,5,5,5,63.3,63.4,43.8,1,,UPI,1,0,5328.0,76.0,1,1,5.0,0,50.0
STU116595,Female,30,Bachelor,Employed,Ahmedabad,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,26.0,64.2,1,12.0,8,4,8.2,4,6,4,70.5,83.2,50.6,3,,Debit Card,1,0,5328.0,73.0,3,0,2.7,1,40.0
STU116596,Female,32,Bachelor,Student,Lucknow,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,7,42.0,94.0,2,2.7,2,7,6.2,7,3,3,91.8,99.6,79.9,5,,UPI,1,0,4351.0,58.0,5,1,3.9,1,70.0
STU116597,Female,27,Master,Employed,Bhopal,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,42.0,59.0,1,0.5,7,2,7.2,7,3,1,82.7,82.5,66.8,4,2024-07-12,NetBanking,1,0,3825.0,99.0,3,0,3.5,0,70.0
STU116598,Female,20,HighSchool,Student,Ahmedabad,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,35.0,68.7,4,5.2,0,8,2.8,3,7,3,66.7,65.0,45.3,3,,Free,0,0,0.0,68.0,1,1,4.6,0,30.0
STU116599,Female,32,PhD,Student,Surat,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,31.0,88.5,2,6.3,0,7,6.1,5,5,2,54.3,68.6,64.4,0,2025-07-06,UPI,1,0,6802.0,47.0,4,0,4.7,1,50.0
STU116600,Male,27,Bachelor,Student,Indore,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,34.0,71.0,1,0.5,25,4,8.2,6,4,2,63.0,76.9,64.7,1,2024-09-10,Free,0,0,0.0,85.0,5,3,3.2,0,60.0
STU116601,Male,35,HighSchool,Student,Mumbai,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,37.0,85.5,2,9.7,8,3,6.0,4,6,1,77.8,84.7,58.2,2,,Free,0,0,0.0,73.0,2,2,3.2,1,40.0
STU116602,Male,30,Bachelor,Employed,Ahmedabad,Laptop,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,49.0,66.5,6,7.5,7,6,7.9,4,6,4,92.4,63.6,50.5,3,,NetBanking,1,0,4622.0,68.0,1,0,4.1,0,40.0
STU116603,Female,17,Bachelor,Student,Pune,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,34.0,93.2,1,3.7,0,4,4.1,7,3,7,67.3,84.3,78.8,0,,Free,0,0,0.0,85.0,3,0,3.3,1,70.0
STU116604,Male,21,Bachelor,Employed,Mumbai,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,53.0,75.2,2,13.5,5,7,5.4,4,6,1,69.4,60.9,53.4,2,2024-10-10,Credit Card,1,0,5830.0,43.0,3,0,4.2,0,40.0
STU116605,Female,25,Bachelor,Unemployed,Nagpur,Laptop,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,12.0,87.5,8,0.5,2,2,6.3,6,4,1,66.9,84.3,70.8,1,,UPI,1,0,5209.0,43.0,6,3,4.7,0,60.0
STU116606,Other,17,Bachelor,Student,Vadodara,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,37.0,81.4,3,0.5,3,7,4.4,5,5,3,59.2,84.7,62.7,3,2023-09-11,Scholarship,0,0,1391.0,90.0,3,2,2.6,1,50.0
STU116607,Other,28,Bachelor,Student,Ahmedabad,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,31.0,89.3,2,3.2,0,3,4.3,5,5,3,73.1,50.4,63.8,1,2025-04-01,Credit Card,1,0,4805.0,64.0,2,0,3.8,0,50.0
STU116608,Female,17,HighSchool,Student,Indore,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,38.0,61.6,1,5.7,1,12,6.4,5,5,3,85.8,76.1,55.4,4,,Scholarship,0,1,328.0,62.0,1,1,5.0,1,50.0
STU116609,Female,27,Master,Student,Lucknow,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,42.0,58.4,7,13.9,9,10,6.6,5,5,4,72.0,57.4,53.3,3,2025-11-09,UPI,1,0,6008.0,48.0,5,0,5.0,1,50.0
STU116610,Male,29,Bachelor,Employed,Vadodara,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,34.0,49.4,3,10.0,1,8,4.6,4,5,2,63.0,49.2,43.8,3,2024-05-02,Debit Card,1,1,3853.0,65.0,2,0,3.4,0,44.44
STU116611,Male,24,Master,Employed,Hyderabad,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,25.0,82.9,2,0.5,0,8,5.9,5,4,9,88.0,73.9,62.7,2,2024-04-09,NetBanking,1,0,5384.0,51.0,0,2,4.2,0,55.56
STU116612,Male,25,Bachelor,Unemployed,Surat,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,4,29.0,38.5,2,5.2,6,8,9.0,7,3,3,66.6,45.8,57.8,1,2025-01-01,UPI,1,0,3223.0,66.0,0,1,4.2,0,70.0
STU116613,Male,20,Bachelor,Student,Chennai,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,7,25.0,71.0,4,12.4,1,4,7.0,6,4,0,64.2,57.7,63.7,3,2025-11-09,UPI,1,0,4199.0,87.0,4,0,5.0,1,60.0
STU116614,Female,21,Bachelor,Employed,Mumbai,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,6,31.0,69.2,3,2.7,16,5,5.6,6,4,1,90.6,68.9,63.7,0,2025-02-06,UPI,1,0,3180.0,61.0,2,0,3.6,1,60.0
STU116615,Male,24,HighSchool,Employed,Lucknow,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,10,24.0,29.2,2,0.5,6,8,4.4,3,6,6,93.5,40.0,30.2,5,,Credit Card,1,0,4747.0,69.0,1,2,4.9,0,33.33
STU116616,Male,26,Bachelor,Employed,Jaipur,Tablet,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,17.0,29.6,2,0.5,0,3,7.9,3,7,6,81.5,65.7,31.7,2,,NetBanking,1,0,6066.0,72.0,1,2,3.9,0,30.0
STU116617,Female,33,Bachelor,Student,Ahmedabad,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,36.0,56.6,0,0.5,17,6,4.1,3,7,4,69.0,45.6,40.1,3,,Scholarship,0,0,2541.0,66.0,4,1,3.4,1,30.0
STU116618,Male,21,Bachelor,Student,Ahmedabad,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,5,30.0,89.1,1,14.5,3,7,6.5,3,7,7,67.2,78.5,53.1,4,,Credit Card,1,0,3168.0,57.0,3,1,5.0,0,30.0
STU116619,Female,28,Master,Student,Hyderabad,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,33.0,65.4,5,2.2,7,3,8.2,5,4,6,66.6,85.5,57.2,3,,Credit Card,1,0,6211.0,83.0,1,0,3.8,0,55.56
STU116620,Female,17,Bachelor,Student,Lucknow,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,32.0,65.3,1,8.5,0,5,4.5,4,6,7,59.8,57.1,49.7,2,,Free,0,0,0.0,84.0,3,1,4.0,1,40.0
STU116621,Other,24,Bachelor,Student,Vadodara,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,34.0,45.6,0,0.5,0,6,8.2,4,6,2,88.9,94.3,44.7,1,2024-05-06,Debit Card,1,0,4855.0,56.0,3,0,2.7,0,40.0
STU116622,Male,38,Master,Employed,Kolkata,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,34.0,88.1,4,4.0,3,5,7.3,6,4,3,75.4,44.4,69.1,4,,Credit Card,1,0,6415.0,61.0,3,2,5.0,1,60.0
STU116623,Female,29,Bachelor,Unemployed,Ahmedabad,Laptop,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,26.0,34.7,3,0.5,4,6,8.0,2,8,2,76.9,86.7,28.5,6,,Credit Card,1,0,4127.0,75.0,5,1,4.1,0,20.0
STU116624,Female,33,HighSchool,Student,Surat,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,6,41.0,57.6,5,1.8,3,5,7.6,7,3,6,80.3,68.6,65.6,2,,UPI,1,0,3464.0,76.0,0,1,4.2,1,70.0
STU116625,Female,19,Bachelor,Student,Ahmedabad,Tablet,High,C101,Python Basics,Programming,Beginner,45,4.6,5,32.0,51.8,2,4.8,30,3,7.7,4,6,2,84.9,62.7,45.3,2,,Debit Card,1,0,4184.0,52.0,1,1,4.8,0,40.0
STU116626,Female,24,Bachelor,Employed,Delhi,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,46.0,41.7,3,2.7,8,6,3.5,8,2,4,73.6,69.3,66.1,4,2023-05-12,Free,0,1,0.0,100.0,5,1,3.5,0,80.0
STU116627,Female,19,Bachelor,Employed,Indore,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,9,42.0,26.9,2,7.1,4,5,0.5,4,6,2,57.4,92.7,38.0,2,2024-08-09,UPI,1,0,3676.0,76.0,1,0,4.6,1,40.0
STU116628,Female,27,Bachelor,Employed,Pune,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,4,54.0,60.5,2,0.5,17,7,3.5,7,3,4,58.9,82.5,67.3,3,,Scholarship,0,0,1064.0,86.0,3,4,5.0,1,70.0
STU116629,Male,24,Master,Employed,Kolkata,Tablet,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,30.0,66.5,1,5.5,5,3,7.2,3,7,0,81.3,88.8,45.7,1,2025-01-04,NetBanking,1,1,5965.0,79.0,1,0,4.2,0,30.0
STU116630,Female,30,Master,Student,Kolkata,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,40.0,53.5,1,10.3,5,9,2.9,2,8,1,79.2,45.8,33.0,4,,UPI,1,1,3247.0,99.0,3,0,4.2,0,20.0
STU116631,Male,31,Bachelor,Unemployed,Bengaluru,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,31.0,17.1,3,0.5,20,7,5.4,3,6,7,80.8,60.0,27.0,5,,UPI,1,0,3065.0,81.0,2,3,3.6,0,33.33
STU116632,Female,26,Bachelor,Student,Mumbai,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,23.0,77.4,3,0.5,0,5,4.3,5,5,3,64.4,65.7,60.4,2,,UPI,1,0,6280.0,62.0,2,4,3.8,0,50.0
STU116633,Male,20,Bachelor,Unemployed,Chennai,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,37.0,65.1,0,2.9,4,2,5.0,4,6,0,66.0,55.2,49.5,1,,Scholarship,0,1,927.0,54.0,1,0,4.4,0,40.0
STU116634,Female,23,Master,Employed,Bengaluru,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,50.0,72.2,3,0.5,1,6,3.8,2,8,6,45.9,80.7,41.3,0,,Scholarship,0,0,2801.0,88.0,4,1,3.3,0,20.0
STU116635,Female,32,Bachelor,Student,Vadodara,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,38.0,92.4,3,2.0,8,5,5.4,6,4,6,66.1,43.8,70.5,1,,NetBanking,1,0,3197.0,100.0,4,1,3.7,1,60.0
STU116636,Female,32,Bachelor,Student,Kolkata,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,2,16.0,56.1,2,0.5,13,6,7.5,6,4,3,64.6,57.2,58.5,3,2025-09-01,Free,0,0,0.0,49.0,2,1,4.2,0,60.0
STU116637,Male,21,Diploma,Employed,Surat,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,3,29.0,23.2,2,0.5,4,9,5.0,6,4,3,81.9,84.6,48.3,3,,Scholarship,0,0,270.0,87.0,2,2,5.0,0,60.0
STU116638,Female,25,Diploma,Employed,Delhi,Laptop,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,29.0,67.9,1,0.9,0,2,5.7,5,5,2,64.3,70.3,57.3,1,,Free,0,0,0.0,62.0,1,0,2.7,0,50.0
STU116639,Female,26,Bachelor,Student,Delhi,Tablet,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,5,42.0,30.8,5,9.7,0,3,9.1,6,4,5,75.1,67.5,50.2,4,2025-07-04,Debit Card,1,0,4060.0,61.0,4,0,4.7,1,60.0
STU116640,Female,17,Bachelor,Unemployed,Surat,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,45.0,83.1,3,3.4,17,5,7.7,4,6,5,89.0,72.4,56.7,2,2024-08-03,UPI,1,0,3629.0,84.0,5,1,4.9,1,40.0
STU116641,Female,19,Bachelor,Unemployed,Indore,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,43.0,96.3,3,8.0,4,9,10.0,6,4,6,69.6,63.0,72.9,5,,UPI,1,1,4292.0,59.0,3,0,4.7,1,60.0
STU116642,Male,25,Master,Employed,Chennai,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,26.0,71.0,1,5.1,3,5,8.8,6,4,4,81.0,62.6,64.0,0,,UPI,1,0,5145.0,62.0,2,1,4.4,0,60.0
STU116643,Female,19,Bachelor,Student,Vadodara,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,36.0,93.6,2,5.4,3,5,6.4,8,2,6,78.1,68.5,84.2,4,2025-10-04,Free,0,1,0.0,41.0,2,0,5.0,1,80.0
STU116644,Female,20,Bachelor,Student,Surat,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,21.0,42.3,4,3.0,4,4,6.4,6,4,6,91.2,91.8,55.4,7,2024-05-09,NetBanking,1,0,6605.0,36.0,1,1,4.0,1,60.0
STU116645,Female,28,Bachelor,Unemployed,Pune,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,18.0,13.2,2,0.5,6,2,3.8,4,5,1,70.2,66.1,31.9,0,2024-04-08,UPI,1,0,4656.0,69.0,3,2,2.6,0,44.44
STU116646,Female,17,Diploma,Employed,Delhi,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,49.0,95.5,1,7.5,3,5,6.6,5,5,1,71.6,79.2,67.4,2,,Scholarship,0,0,295.0,42.0,4,0,3.0,1,50.0
STU116647,Male,17,HighSchool,Student,Kolkata,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,41.0,53.0,5,0.5,2,10,10.0,8,2,3,90.0,46.9,68.9,4,2025-06-09,Scholarship,0,0,1688.0,58.0,4,1,4.9,1,80.0
STU116648,Female,26,Master,Student,Bhopal,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,43.0,65.7,1,0.5,9,6,3.4,5,5,2,60.6,79.9,57.0,5,,UPI,1,0,4688.0,86.0,5,0,4.6,0,50.0
STU116649,Female,27,Bachelor,Employed,Mumbai,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,43.0,69.3,1,13.3,6,6,5.0,5,5,5,78.9,75.1,58.0,7,,Free,0,0,0.0,65.0,2,0,4.2,0,50.0
STU116650,Female,17,Master,Employed,Chennai,Mobile,Low,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,32.0,42.2,1,4.8,5,5,4.8,4,6,3,75.2,61.6,41.9,1,,UPI,1,0,5209.0,88.0,3,0,5.0,0,40.0
STU116651,Male,34,Bachelor,Employed,Delhi,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,23.0,34.7,5,4.0,12,6,8.7,4,6,5,86.1,73.5,39.8,2,,UPI,1,0,5650.0,5.0,5,0,5.0,0,40.0
STU116652,Male,29,Bachelor,Student,Pune,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,27.0,54.7,4,0.5,0,10,5.7,6,4,2,81.5,86.0,59.4,5,2025-11-06,Free,0,0,0.0,80.0,3,0,2.7,1,60.0
STU116653,Female,23,Master,Student,Kolkata,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,29.0,33.6,7,0.5,1,6,5.7,3,7,3,72.3,52.5,32.4,2,2023-06-11,UPI,1,0,6394.0,34.0,6,2,3.4,1,30.0
STU116654,Female,30,Master,Student,Delhi,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,21.0,36.2,3,0.5,1,2,5.1,2,8,1,54.9,45.9,27.0,2,2025-03-10,Debit Card,1,0,4522.0,27.0,0,0,5.0,0,20.0
STU116655,Female,27,Bachelor,Employed,Surat,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,38.0,77.2,3,9.3,15,8,5.4,4,6,1,74.3,88.8,55.5,1,,Scholarship,0,0,1285.0,32.0,2,0,3.6,0,40.0
STU116656,Male,36,Bachelor,Unemployed,Chennai,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,43.0,54.4,2,0.5,6,4,4.5,7,2,4,60.5,88.6,65.5,1,,UPI,1,1,3864.0,71.0,2,0,5.0,0,77.78
STU116657,Male,32,Master,Student,Jaipur,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,31.0,66.0,2,0.5,5,1,7.1,4,6,3,80.1,55.1,49.8,3,,NetBanking,1,0,5863.0,53.0,1,1,4.6,1,40.0
STU116658,Female,30,HighSchool,Employed,Bengaluru,Laptop,Low,C108,Excel for Business,Business,Beginner,25,4.1,1,22.0,83.2,0,9.9,7,4,4.2,5,5,2,62.8,46.2,61.4,2,,Credit Card,1,0,3380.0,45.0,3,1,4.7,1,50.0
STU116659,Male,27,Master,Employed,Vadodara,Tablet,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,18.0,46.8,2,0.5,2,5,3.8,7,3,6,78.0,81.0,62.4,0,2024-09-07,NetBanking,1,0,5210.0,89.0,6,0,4.2,0,70.0
STU116660,Male,32,Bachelor,Student,Mumbai,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,30.0,78.9,2,0.5,4,4,4.8,8,2,0,69.7,76.6,79.4,4,2024-01-08,Free,0,0,0.0,94.0,4,1,3.9,1,80.0
STU116661,Female,26,Bachelor,Student,Vadodara,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,30.0,72.8,2,4.2,24,5,3.5,5,5,2,75.9,58.9,58.4,4,,UPI,1,0,4673.0,59.0,2,1,3.8,0,50.0
STU116662,Male,21,Master,Student,Kolkata,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,39.0,76.8,5,0.5,26,6,5.7,5,5,1,100.0,70.8,60.4,2,2025-01-04,Free,0,0,0.0,75.0,3,0,3.0,1,50.0
STU116663,Male,34,Bachelor,Student,Kolkata,Tablet,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,28.0,35.6,0,0.5,0,7,4.5,4,5,4,80.2,67.5,39.8,3,,Credit Card,1,0,5698.0,61.0,3,1,5.0,1,44.44
STU116664,Male,18,Bachelor,Employed,Jaipur,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,32.0,21.3,1,0.5,0,0,7.3,3,7,0,65.7,62.3,28.6,0,,Debit Card,1,0,5792.0,73.0,3,2,2.9,0,30.0
STU116665,Female,32,Bachelor,Student,Kolkata,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,31.0,75.3,2,0.5,7,3,7.8,1,9,4,66.4,96.3,37.2,1,2025-03-06,Debit Card,1,0,3555.0,46.0,2,1,4.9,1,10.0
STU116666,Female,37,HighSchool,Student,Bengaluru,Mobile,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,36.0,73.9,3,7.0,4,2,3.0,3,7,3,70.2,72.4,47.5,2,,NetBanking,1,0,3535.0,75.0,2,1,3.6,1,30.0
STU116667,Male,32,Diploma,Self-Employed,Lucknow,Mobile,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,28.0,70.4,0,7.3,0,2,5.8,6,4,3,64.9,76.3,64.4,0,2025-06-10,Scholarship,0,0,1238.0,71.0,4,1,2.8,0,60.0
STU116668,Female,25,Diploma,Student,Surat,Mobile,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,26.0,82.9,1,13.9,6,5,7.6,1,9,2,69.7,60.3,38.0,4,,UPI,1,1,3570.0,92.0,3,0,4.9,0,10.0
STU116669,Female,27,Diploma,Student,Lucknow,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,2,38.0,93.4,2,2.6,5,5,5.5,5,5,8,74.4,61.8,65.8,0,,UPI,1,0,3183.0,64.0,2,0,5.0,1,50.0
STU116670,Male,18,Bachelor,Student,Mumbai,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,18.0,32.7,1,7.2,4,4,5.5,4,6,6,79.0,68.6,38.9,3,,NetBanking,1,0,3450.0,75.0,0,1,4.5,1,40.0
STU116671,Female,32,Bachelor,Student,Indore,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,41.0,55.4,4,12.4,3,6,4.4,5,5,3,61.2,53.3,52.1,1,,Free,0,0,0.0,69.0,1,1,4.4,0,50.0
STU116672,Female,24,HighSchool,Employed,Bhopal,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,26.0,63.1,0,10.8,8,4,5.0,2,7,4,64.2,77.2,38.0,3,2024-03-12,UPI,1,0,6924.0,41.0,2,0,4.0,1,22.22
STU116673,Male,30,Bachelor,Employed,Mumbai,Laptop,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,41.0,13.6,1,1.1,13,6,6.0,3,7,4,78.2,77.3,26.6,1,,UPI,1,0,3160.0,87.0,1,1,4.8,0,30.0
STU116674,Female,19,Master,Student,Hyderabad,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,28.0,66.5,1,6.9,3,4,4.1,2,8,8,71.0,67.6,38.7,1,,NetBanking,1,0,4264.0,66.0,0,1,5.0,0,20.0
STU116675,Male,25,Diploma,Student,Vadodara,Tablet,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,27.0,63.5,0,10.4,0,3,4.7,6,4,3,85.7,63.1,61.4,3,2024-04-08,Debit Card,1,0,5205.0,52.0,2,1,4.5,0,60.0
STU116676,Male,26,PhD,Student,Hyderabad,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,6,40.0,76.9,3,6.6,0,3,6.3,4,5,4,82.3,72.9,54.5,3,2024-01-05,NetBanking,1,1,4875.0,52.0,0,1,5.0,1,44.44
STU116677,Female,27,HighSchool,Self-Employed,Bhopal,Mobile,Low,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,45.0,30.5,4,0.5,0,8,10.0,3,7,3,67.5,48.5,31.1,2,,Scholarship,0,0,1958.0,81.0,2,0,4.1,0,30.0
STU116678,Male,28,Bachelor,Employed,Ahmedabad,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,47.0,73.2,3,0.5,0,7,6.6,6,4,5,91.1,57.3,64.5,2,2025-05-02,UPI,1,0,4081.0,78.0,3,0,5.0,0,60.0
STU116679,Female,35,Bachelor,Employed,Surat,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,3,31.0,98.7,2,2.6,0,4,3.3,1,9,0,65.2,64.9,43.8,2,2024-06-08,Credit Card,1,0,4825.0,74.0,4,1,3.1,1,10.0
STU116680,Other,21,Master,Unemployed,Surat,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,42.0,49.9,4,0.5,12,8,7.1,6,4,6,52.4,60.4,56.5,1,,Free,0,0,0.0,58.0,3,1,4.0,0,60.0
STU116681,Male,23,Diploma,Student,Hyderabad,Laptop,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,14.0,89.6,2,0.5,0,5,8.7,3,7,5,58.3,50.6,51.9,4,2024-05-08,Debit Card,1,1,3844.0,69.0,2,2,4.6,0,30.0
STU116682,Male,23,Bachelor,Unemployed,Mumbai,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,4,24.0,93.3,2,2.6,6,3,6.5,6,4,5,92.1,65.1,71.9,0,,Debit Card,1,0,4390.0,53.0,3,2,4.3,0,60.0
STU116683,Female,23,Diploma,Student,Ahmedabad,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,22.0,72.0,4,5.3,0,6,5.9,2,7,2,66.1,62.8,40.3,4,,UPI,1,0,4469.0,43.0,1,1,4.0,1,22.22
STU116684,Female,17,Master,Student,Delhi,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,5,36.0,82.3,2,3.0,9,5,7.1,4,6,5,89.2,53.4,55.5,4,,UPI,1,0,2932.0,39.0,4,0,3.3,0,40.0
